mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Algoritmo__min_samples_leaf,param_Algoritmo__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.8111236095428467,0.09589147686366116,0.45382006963094074,0.08233891389913565,10,100,"{'Algoritmo__min_samples_leaf': 10, 'Algoritmo__n_estimators': 100}",0.8859964339596764,0.8854271561930164,0.8892918379010968,0.8869051426845965,0.0017035756193473904,11
2.0085739294687905,0.5723876445211006,0.5938514868418375,0.09618304159560269,10,200,"{'Algoritmo__min_samples_leaf': 10, 'Algoritmo__n_estimators': 200}",0.8868845151556715,0.8828076096127153,0.8912922189260538,0.8869947812314801,0.0034647046777085523,9
3.619572401046753,0.5375356173686411,0.6230119864145914,0.19764302219036112,10,400,"{'Algoritmo__min_samples_leaf': 10, 'Algoritmo__n_estimators': 400}",0.8874777122479769,0.8823177203821135,0.8900640938410037,0.8866198421570314,0.003220096402372004,14
4.11405889193217,0.9128251399043124,0.5093831221262614,0.06249748372927959,10,500,"{'Algoritmo__min_samples_leaf': 10, 'Algoritmo__n_estimators': 500}",0.8869222328898642,0.8825014288435893,0.8904587268323217,0.8866274628552584,0.0032552332072472187,13
7.708298762639363,1.0374390165037912,0.8163975874582926,0.07921179679642998,10,1000,"{'Algoritmo__min_samples_leaf': 10, 'Algoritmo__n_estimators': 1000}",0.8881497736935948,0.8828824538007239,0.8900981139264621,0.8870434471402603,0.0030478852334585144,8
1.234903891881307,0.06799427541729171,0.41798631350199383,0.04335072662897387,20,100,"{'Algoritmo__min_samples_leaf': 20, 'Algoritmo__n_estimators': 100}",0.883006446303662,0.8854407642271998,0.8891659635849005,0.8858710580385875,0.0025329531983514075,21
1.965250015258789,0.23168034604362803,0.3477201461791992,0.05898523763224194,20,200,"{'Algoritmo__min_samples_leaf': 20, 'Algoritmo__n_estimators': 200}",0.8843711425044576,0.8836240916637182,0.8902409982853877,0.8860787441511878,0.002958917690407565,19
4.026909987131755,0.5145492214969223,0.5231291453043619,0.11555449530704756,20,400,"{'Algoritmo__min_samples_leaf': 20, 'Algoritmo__n_estimators': 400}",0.8869290906597175,0.8850121111504232,0.8895027624309393,0.88714798808036,0.0018398232326998353,7
4.03552508354187,0.8017039497200245,0.5100739002227783,0.030738437142782245,20,500,"{'Algoritmo__min_samples_leaf': 20, 'Algoritmo__n_estimators': 500}",0.8869908105883966,0.8851141714067985,0.890339656533217,0.8874815461761374,0.0021613328857307402,4
7.387568871180217,0.910522068812058,0.8936440149943033,0.08141559938457352,20,1000,"{'Algoritmo__min_samples_leaf': 20, 'Algoritmo__n_estimators': 1000}",0.8868810862707446,0.885787769098876,0.8895810086274938,0.8874166213323714,0.0015942113791340767,5
